"","Workout","Timestamp","Live.On.Demand","Instructor.Name","Length..minutes.","Fitness.Discipline","Type","Title","Class.Timestamp","Total.Output","Avg..Watts","Avg..Resistance","Avg..Cadence..RPM.","Avg..Speed..kph.","Distance..km.","Calories.Burned","Avg..Heartrate","Avg..Incline","Avg..Pace..min.km."
"224","2022-01-06","10:34","On Demand","Denis Morton",5,"Cycling","Warm Up/Cool Down","5 min Cool Down Ride","2021-09-20 08:00 (-05)",13,44,"28%",74,17.36,1.46,40,135,NA,NA
"225","2022-01-06","10:56","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"226","2022-01-06","11:09","On Demand","Andy Speer",30,"Strength","Upper Body","30 min Upper Body Strength","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,175,NA,NA,NA
"227","2022-01-07","16:25","On Demand","Christine D'Ercole",30,"Cycling","Power Zone","30 min Power Zone Endurance Ride","2021-03-09 13:00 (-05)",120,67,"32%",79,21.68,10.85,257,133,NA,NA
"228","2022-01-07","17:00","On Demand","Matty Maggiacomo",10,"Stretching","Full Body Stretch","10 min Full Body Stretch","2021-04-23 08:00 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"229","2022-01-07","17:39","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"230","2022-01-07","17:52","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"231","2022-01-07","18:02","On Demand","Andy Speer",30,"Strength","Lower Body","30 min Lower Body Strength","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,172,NA,NA,NA
"232","2022-01-07","18:33","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"233","2022-01-08","12:14","On Demand","Matt Wilpers",20,"Cycling","Low Impact","20 min Low Impact Ride","2021-01-30 14:30 (-05)",78,65,"34%",73,21.57,7.19,165,129,NA,NA
"234","2022-01-08","12:46","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"235","2022-01-08","13:04","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2019-12-10 11:20 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"236","2022-01-08","13:39","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"237","2022-01-10","8:54","On Demand","Olivia Amato",30,"Cycling","Power Zone","30 min Power Zone Endurance Ride","2021-02-12 11:25 (-05)",132,73,"31%",84,22.47,11.23,309,148,NA,NA
"238","2022-01-10","9:27","On Demand","Andy Speer",5,"Strength","Full Body","5 min Strength Test Week 1","2019-12-10 11:30 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"239","2022-01-12","8:34","On Demand","Matt Wilpers",30,"Cycling","Power Zone","30 min Power Zone Hip Hop Ride","2021-03-09 13:00 (-05)",131,73,"30%",86,22.31,11.15,299,145,NA,NA
"240","2022-01-12","9:08","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"241","2022-01-12","9:09","On Demand","Andy Speer",30,"Strength","Upper Body","30 min Upper Body Strength","2019-12-10 11:40 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"242","2022-01-12","9:42","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"243","2022-01-14","10:29","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-02-06 11:45 (-05)",188,70,"30%",90,21.9,16.42,470,149,NA,NA
"244","2022-01-14","11:19","On Demand","Denis Morton",20,"Cycling","Power Zone","20 min FTP Test Ride","2021-02-27 14:00 (-05)",112,93,"37%",80,25.12,8.37,253,168,NA,NA
"245","2022-01-14","12:01","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"246","2022-01-14","12:14","On Demand","Andy Speer",30,"Strength","Lower Body","30 min Lower Body Strength","2019-12-10 11:50 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"247","2022-01-14","12:53","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"248","2022-01-15","14:16","On Demand","Olivia Amato",30,"Cycling","Power Zone","30 min Power Zone Endurance Ride","2021-02-05 11:24 (-05)",130,72,"31%",89,22.37,11.18,304,146,NA,NA
"249","2022-01-15","15:00","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (EDT)",NA,NA,"",NA,NA,NA,77,126.29,NA,NA
"250","2022-01-15","15:12","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2019-12-10 12:00 (EDT)",NA,NA,"",NA,NA,NA,251,132.43,NA,NA
"251","2022-01-15","15:47","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (EDT)",NA,NA,"",NA,NA,NA,54,106.11,NA,NA
"252","2022-01-18","18:39","On Demand","Matt Wilpers",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-03-03 05:52 (-05)",167,62,"29%",84,20.41,15.32,401,136,NA,NA
"253","2022-01-20","10:48","On Demand","Christine D'Ercole",30,"Cycling","Power Zone","30 min Power Zone Ride","2021-02-10 07:50 (-05)",132,73,"30%",87,22.16,11.09,279,139,NA,NA
"254","2022-01-20","11:36","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"255","2022-01-20","11:47","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2019-12-10 12:10 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"256","2022-01-20","12:43","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,0,NA,NA,NA
"257","2022-01-20","12:43","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"258","2022-01-20","12:45","On Demand","Andy Speer",30,"Strength","Upper Body","30 min Upper Body Strength","2019-12-10 12:20 (-05)",NA,NA,"",NA,NA,NA,171,NA,NA,NA
"259","2022-01-20","13:17","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"260","2022-01-23","13:22","On Demand","Matt Wilpers",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-02-03 05:52 (-05)",210,78,"32%",87,23.01,17.27,483,152,NA,NA
"261","2022-01-23","14:22","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"262","2022-01-23","14:36","On Demand","Andy Speer",30,"Strength","Lower Body","30 min Lower Body Strength","2019-12-10 12:30 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"263","2022-01-23","15:09","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"264","2022-01-23","15:20","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,1,NA,NA,NA
"265","2022-01-23","15:21","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Complexes","2019-12-10 12:40 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"266","2022-01-23","15:54","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"267","2022-01-24","12:07","On Demand","Denis Morton",30,"Cycling","Power Zone","30 min Power Zone Endurance 80s Ride","2021-02-16 07:53 (-05)",128,71,"30%",89,22.34,11.17,247,130,NA,NA
"268","2022-01-27","10:52","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-02-09 11:19 (-05)",211,78,"32%",87,23.01,17.27,478,151,NA,NA
"269","2022-01-27","11:42","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,0,NA,NA,NA
"270","2022-01-27","11:43","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2019-12-10 12:50 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"271","2022-01-27","12:15","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"272","2022-01-29","11:41","On Demand","Olivia Amato",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-02-09 07:53 (-05)",212,79,"32%",86,23.17,17.38,462,148,NA,NA
"273","2022-01-29","12:32","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"274","2022-01-29","12:32","On Demand","Andy Speer",30,"Strength","Upper Body","30 min Upper Body Strength","2019-12-10 13:00 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"275","2022-01-29","13:04","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"276","2022-01-29","13:04","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"277","2022-01-29","13:05","On Demand","Andy Speer",30,"Strength","Lower Body","30 min Lower Body Strength","2019-12-10 13:10 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"278","2022-01-29","13:37","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"279","2022-01-30","12:07","On Demand","Christine D'Ercole",30,"Cycling","Power Zone","30 min Power Zone Endurance Ride","2021-02-22 17:00 (-05)",0,0,"0%",0,0,0,0,NA,NA,NA
"280","2022-01-30","12:11","On Demand","Matt Wilpers",60,"Cycling","Power Zone","60 min Power Zone Endurance Ride","2021-01-30 07:52 (-05)",251,70,"31%",86,22.21,22.21,597,145,NA,NA
"281","2022-01-30","13:17","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,58,NA,NA,NA
"282","2022-01-30","13:28","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Complexes","2019-12-10 13:20 (-05)",NA,NA,"",NA,NA,NA,173,NA,NA,NA
"283","2022-01-30","14:05","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"284","2022-02-01","12:14","On Demand","Christine D'Ercole",30,"Cycling","Power Zone","30 min Power Zone Endurance Ride","2021-02-22 17:00 (-05)",135,75,"30%",90,22.97,11.49,259,134,NA,NA
"285","2022-02-01","12:47","On Demand","Andy Speer",10,"Stretching","Warm Up","10 min Strength-Focus Warm Up","2019-12-10 11:00 (-05)",NA,NA,"",NA,NA,NA,2,NA,NA,NA
"286","2022-02-01","12:47","On Demand","Andy Speer",5,"Strength","Full Body","5 min Strength Test Week 4","2019-12-10 13:30 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"287","2022-02-01","12:54","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Post-Strength Stretch","2019-12-10 11:10 (-05)",NA,NA,"",NA,NA,NA,24,NA,NA,NA
"288","2022-02-01","16:20","On Demand","Alex Toussaint",30,"Cycling","Theme","30 min AT's Ride to Greatness","2022-01-31 18:26 (-05)",4,72,"29%",94,22.66,0.32,4,103.85,NA,NA
"289","2022-02-02","17:15","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-02-23 07:52 (-05)",197,73,"32%",85,22.64,16.99,410,138,NA,NA
"290","2022-02-02","18:07","On Demand","Andy Speer",5,"Strength","Full Body","5 min Strength Test Week 4","2019-12-10 13:30 (-05)",NA,NA,"",NA,NA,NA,29,NA,NA,NA
"291","2022-02-07","9:20","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-02-23 07:52 (-05)",227,84,"34%",83,23.91,17.93,476,150,NA,NA
"292","2022-02-10","16:08","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-02-23 07:52 (-05)",219,81,"33%",86,23.63,17.72,475,151,NA,NA
"293","2022-02-11","10:28","On Demand","Matt Wilpers",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-04-23 08:00 (-05)",1,26,"21%",69,12.89,0.1,2,96,NA,NA
"294","2022-02-11","10:30","On Demand","Denis Morton",20,"Cycling","Power Zone","20 min FTP Test Ride","2021-02-27 14:00 (-05)",112,93,"33%",89,24.61,8.21,193,144,NA,NA
"295","2022-02-11","10:54","On Demand","Matt Wilpers",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-04-23 08:00 (-05)",178,66,"30%",86,21.6,16.21,456,147,NA,NA
"296","2022-02-12","11:56","On Demand","Olivia Amato",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-04-23 08:00 (-05)",213,79,"31%",89,23.4,17.56,474,151,NA,NA
"297","2022-02-12","12:44","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,56,NA,NA,NA
"298","2022-02-12","12:56","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,168,NA,NA,NA
"299","2022-02-12","13:29","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"300","2022-02-15","16:42","On Demand","Christine D'Ercole",60,"Cycling","Power Zone","60 min Power Zone Endurance Ride","2021-04-23 08:00 (-05)",288,80,"31%",89,23.53,23.53,556,140,NA,NA
"301","2022-02-15","17:46","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,0,NA,NA,NA
"302","2022-02-15","17:47","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,168,NA,NA,NA
"303","2022-02-15","18:19","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"304","2022-02-17","17:00","On Demand","Denis Morton",20,"Cycling","Power Zone","20 min FTP Test Ride","2021-02-27 14:00 (-05)",116,96,"37%",80,25.41,8.47,179,136,NA,NA
"305","2022-02-17","17:24","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,11,NA,NA,NA
"306","2022-02-17","17:27","On Demand","Andy Speer",45,"Strength","Full Body","45 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,252,NA,NA,NA
"307","2022-02-17","18:13","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"308","2022-02-19","13:37","On Demand","Denis Morton",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-04-23 08:00 (-05)",216,80,"33%",84,23.43,17.57,467,149,NA,NA
"309","2022-02-19","14:27","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,2,NA,NA,NA
"310","2022-02-19","14:27","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,168,NA,NA,NA
"311","2022-02-19","15:12","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,23,NA,NA,NA
"312","2022-02-21","10:57","On Demand","Ben Alldis",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-04-23 02:56 (-05)",0,0,"0%",0,0,0,0,NA,NA,NA
"313","2022-02-21","10:58","On Demand","Olivia Amato",60,"Cycling","Power Zone","60 min Power Zone Endurance Ride","2021-04-23 08:00 (-05)",286,79,"34%",87,23.46,23.48,610,148,NA,NA
"314","2022-02-21","12:09","","",5,"Cycling","","5 min Lanebreak Ride","",20,66,"34%",86,21.58,1.8,30,NA,NA,NA
"315","2022-02-21","12:20","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,56,NA,NA,NA
"316","2022-02-21","12:30","On Demand","Andy Speer",30,"Strength","Full Body","30 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,168,NA,NA,NA
"317","2022-02-21","13:06","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"318","2022-02-23","12:06","On Demand","Ben Alldis",45,"Cycling","Power Zone","45 min Power Zone Endurance Ride","2021-04-23 02:56 (-05)",222,82,"34%",91,23.82,17.86,413,139,NA,NA
"319","2022-02-23","12:55","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,56,NA,NA,NA
"320","2022-02-23","13:08","On Demand","Andy Speer",45,"Strength","Full Body","45 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,252,NA,NA,NA
"321","2022-02-23","13:55","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"322","2022-02-25","11:09","On Demand","Ben Alldis",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-04-23 02:30 (-05)",216,80,"34%",89,23.4,17.56,415,140,NA,NA
"323","2022-02-25","12:01","On Demand","Denis Morton",20,"Cycling","Power Zone","20 min FTP Test Ride","2021-02-27 14:00 (-05)",114,95,"38%",86,25.17,8.4,202,147,NA,NA
"324","2022-02-25","12:26","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,56,NA,NA,NA
"325","2022-02-25","12:37","On Demand","Andy Speer",45,"Strength","Full Body","45 min Full Body Strength","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,252,NA,NA,NA
"326","2022-02-25","13:24","On Demand","Andy Speer",10,"Stretching","Full Body Stretch","10 min Stretch","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,28,NA,NA,NA
"327","2022-02-27","13:11","On Demand","Christine D'Ercole",45,"Cycling","Power Zone","45 min Power Zone Ride","2021-04-23 08:00 (-05)",219,81,"33%",94,23.51,17.64,461,149,NA,NA
"328","2022-02-27","14:03","On Demand","Andy Speer",10,"Strength","Warm Up","10 min Warm Up","2021-12-20 10:00 (-05)",NA,NA,"",NA,NA,NA,3,NA,NA,NA
